# Real OSRS quest dialogue options, scraped from the Old School RuneScape Wiki transcripts.
#
# Source:  https://oldschool.runescape.wiki/  (Category:Quest transcript, namespace 120)
# Licence: CC BY-NC-SA 3.0 - attribution, non-commercial, share-alike.
#          RuneScape and Old School RuneScape are trademarks of Jagex Limited.
#
# Regenerate with the scripts described in docs/quest-dialogue-corpus.md
#
# Records (tab separated):
#   Q<TAB>quest<TAB>option          option that IS part of the quest
#   N<TAB>quest<TAB>option          option the wiki marks as NOT quest related - never auto-pick
#   M<TAB>quest<TAB>key<TAB>answer  a menu with exactly one quest option; key is the normalised,
#                                   sorted option set joined by '|'
#
# '/Historical' transcript pages are deliberately excluded - they describe superseded dialogue.
Q	A Night at the Theatre	Verzik... She died!
Q	A Night at the Theatre	What am I meant to be doing again?
Q	A Night at the Theatre	What's all this really about?
Q	A Night at the Theatre	What's this thing you need from me?
Q	A Night at the Theatre	Where can I find a hespori?
Q	A Night at the Theatre	Where can I find Ranis?
Q	A Night at the Theatre	Where can I find that nest?
N	A Night at the Theatre	Who are you?
N	A Night at the Theatre	Why are you here?
Q	A Night at the Theatre	Yes.
Q	A Porcine of Interest	Any tips on finding this thing?
Q	A Porcine of Interest	Can I have another pair of Reinforced Goggles?
Q	A Porcine of Interest	How did I end up back in Draynor Village?
Q	A Porcine of Interest	I think that'll be all for now.
Q	A Porcine of Interest	No
N	A Porcine of Interest	Talk about something else.
Q	A Porcine of Interest	Talk about the bounty.
Q	A Porcine of Interest	That'll be all for now.
Q	A Porcine of Interest	What can you tell me about the Sourhog?
Q	A Porcine of Interest	What did the monster look like?
Q	A Porcine of Interest	Whereabouts were you attacked again?
Q	A Porcine of Interest	Why are you helping me?
Q	A Porcine of Interest	Yes
Q	A Porcine of Interest	You mentioned Rosie. Who's that?
Q	A Porcine of Interest	You said you were a slayer master. What's that?
Q	A Soul's Bane	Dialogue 1
Q	A Soul's Bane	Dialogue 10
Q	A Soul's Bane	Dialogue 11
Q	A Soul's Bane	Dialogue 12
Q	A Soul's Bane	Dialogue 13
Q	A Soul's Bane	Dialogue 2
Q	A Soul's Bane	Dialogue 3
Q	A Soul's Bane	Dialogue 4
Q	A Soul's Bane	Dialogue 5
Q	A Soul's Bane	Dialogue 6
Q	A Soul's Bane	Dialogue 7
Q	A Soul's Bane	Dialogue 8
Q	A Soul's Bane	Dialogue 9
Q	A Soul's Bane	No
Q	A Soul's Bane	No, I'll finish this room first.
Q	A Soul's Bane	Nothing
Q	A Soul's Bane	The Battleaxe
Q	A Soul's Bane	The Mace
Q	A Soul's Bane	The Spear
Q	A Soul's Bane	The Sword
Q	A Soul's Bane	Yes
Q	A Soul's Bane	Yes, I don't mind starting this room again.
Q	A Tail of Two Cats	Ask about Bob's parents.
N	A Tail of Two Cats	Ask about something else.
Q	A Tail of Two Cats	Ask about the chores Bob set you to do.
Q	A Tail of Two Cats	Ask the Sphinx for help for Bob.
N	A Tail of Two Cats	Can you make potions for me?
N	A Tail of Two Cats	Do you have anything to trade?
N	A Tail of Two Cats	I'd better get going.
Q	A Tail of Two Cats	I have a cat related question.
Q	A Tail of Two Cats	No.
Q	A Tail of Two Cats	No thanks, I'll stay in Sophanem.
Q	A Tail of Two Cats	Skip cutscene and view summary.
Q	A Tail of Two Cats	So, about Robert the Strong...
Q	A Tail of Two Cats	Talk about A Tail of Two Cats.
N	A Tail of Two Cats	Talk about something else.
Q	A Tail of Two Cats	View the cutscene (5 mins 20 secs).
Q	A Tail of Two Cats	What do I have to do for 'Feed Human'?
Q	A Tail of Two Cats	What do I have to do for 'Tend Garden'?
Q	A Tail of Two Cats	What do I have to do for 'Tidy House'?
Q	A Tail of Two Cats	What do I have to do for 'Tidy Human'?
Q	A Tail of Two Cats	What do I have to do for 'Warm Human'?
Q	A Tail of Two Cats	Yes.
Q	A Tail of Two Cats	Yes, teleport me to Unferth's house.
Q	A Taste of Hope	Anything to report?
Q	A Taste of Hope	Do you have another Drakan's medallion?
Q	A Taste of Hope	Fine, here's the money.
Q	A Taste of Hope	Good bye
Q	A Taste of Hope	Goodbye.
Q	A Taste of Hope	Here you go.
Q	A Taste of Hope	How are things around here?
Q	A Taste of Hope	I didn't know the vampyres had their own language.
Q	A Taste of Hope	I do.
Q	A Taste of Hope	I'll look after them.
Q	A Taste of Hope	I'm not paying.
Q	A Taste of Hope	I'm ready.
Q	A Taste of Hope	I need an enchanted silver sickle.
Q	A Taste of Hope	I need another flail
Q	A Taste of Hope	I need some chain.
Q	A Taste of Hope	I need the Rod of Ivandis.
Q	A Taste of Hope	No.
Q	A Taste of Hope	No thank you.
Q	A Taste of Hope	Not yet.
Q	A Taste of Hope	Remind me.
Q	A Taste of Hope	See you later.
Q	A Taste of Hope	What is haemalchemy?
Q	A Taste of Hope	Why?
Q	A Taste of Hope	Yes.
N	Animal Magnetism	About Turael...
N	Animal Magnetism	Can you give me any Farming advice?
Q	Animal Magnetism	Could I buy 1 chicken now?
Q	Animal Magnetism	Could I buy 2 chickens?
Q	Animal Magnetism	Could I buy those chickens now, then?
N	Animal Magnetism	Er... Nothing...
N	Animal Magnetism	Have you any rewards for me, or anything to trade?
Q	Animal Magnetism	Hello, I'm here about those trees again.
Q	Animal Magnetism	I'd love one, thanks.
Q	Animal Magnetism	I don't think I'm ready to hand it over yet.
Q	Animal Magnetism	I'm here about a quest.
Q	Animal Magnetism	I'm not much into interior design, to tell the truth.
Q	Animal Magnetism	I'm okay, thank you.
N	Animal Magnetism	I need another assignment.
Q	Animal Magnetism	I prefer to keep this fine weapon with which to smite mine enemies.
Q	Animal Magnetism	I would be happy to make your home a better place.
N	Animal Magnetism	Let's talk about the difficulty of my assignments.
Q	Animal Magnetism	More options...
Q	Animal Magnetism	No, thank you, I just came to gossip with you.
Q	Animal Magnetism	Not right now.
Q	Animal Magnetism	Okay, you need it more than I do, I suppose.
Q	Animal Magnetism	Previous options...
N	Animal Magnetism	What are you selling?
Q	Animal Magnetism	What's a nice girl like you doing in a place like this?
Q	Animal Magnetism	Where can I get these ecto-tokens?
Q	Animal Magnetism	Yes, please.
Q	Animal Magnetism	You can take it; it smells anyway.
Q	Animal Magnetism	Your animals don't look too healthy.
Q	Animal Magnetism	Your animals don't look too healthy; I'll buy elsewhere.
Q	Another Slice of H.A.M.	Both of you follow me
Q	Another Slice of H.A.M.	Both of you wait here
Q	Another Slice of H.A.M.	Dialogue 1
Q	Another Slice of H.A.M.	Dialogue 2
Q	Another Slice of H.A.M.	Dialogue 3
Q	Another Slice of H.A.M.	Dialogue 4
Q	Another Slice of H.A.M.	Dialogue 5
Q	Another Slice of H.A.M.	Fair enough. Here you go.
Q	Another Slice of H.A.M.	Follow me
Q	Another Slice of H.A.M.	How can I rescue Zanik?
Q	Another Slice of H.A.M.	I need to do something else for a bit
N	Another Slice of H.A.M.	I've heard that one of your number has got hold of part of a map.
Q	Another Slice of H.A.M.	No
Q	Another Slice of H.A.M.	No way
Q	Another Slice of H.A.M.	Okay
Q	Another Slice of H.A.M.	One of you wait here
N	Another Slice of H.A.M.	So how is life for the goblins?
Q	Another Slice of H.A.M.	Wait here
Q	Another Slice of H.A.M.	What are you arguing about?
Q	Another Slice of H.A.M.	What can I do in the city?
Q	Another Slice of H.A.M.	Where is the mace?
Q	Another Slice of H.A.M.	Why did you decide to open the city?
Q	Another Slice of H.A.M.	Yes
Q	At First Light	Are you free to talk about my quest?
Q	At First Light	Can I help you with anything?
Q	At First Light	I'd better be off.
Q	At First Light	I think I've got them both.
Q	At First Light	No.
Q	At First Light	What do you do here?
Q	At First Light	Where can I find them?
Q	At First Light	Yes.
N	Below Ice Mountain	A glass of your finest ale please.
N	Below Ice Mountain	Can you give me any free food?
N	Below Ice Mountain	Can you recommend where an adventurer might make his fortune?
N	Below Ice Mountain	Can you sell me any food?
N	Below Ice Mountain	Do you know where I can get some good equipment?
N	Below Ice Mountain	Go get a job!
Q	Below Ice Mountain	Hey, Marley sent me in here for a Steak sandwich.
N	Below Ice Mountain	I don't want anything from this horrible kitchen.
Q	Below Ice Mountain	I forgot the recipe to make a Steak sandwich.
Q	Below Ice Mountain	I'm looking for a man named Marley. Have you seen him?
Q	Below Ice Mountain	I've managed to make myself a Steak sandwich.
Q	Below Ice Mountain	I was wondering if you'd be able to make me a Steak sandwich?
N	Below Ice Mountain	Is there anything down this alleyway?
Q	Below Ice Mountain	No.
Q	Below Ice Mountain	Nothing, thanks.
N	Below Ice Mountain	Ok. Here you go.
Q	Below Ice Mountain	Paper.
Q	Below Ice Mountain	Rock.
Q	Below Ice Mountain	Scissors.
N	Below Ice Mountain	Sorry, I haven't got any.
Q	Below Ice Mountain	Where can I find Burntof?
Q	Below Ice Mountain	Where can I find Checkal?
Q	Below Ice Mountain	Where can I find Marley?
Q	Below Ice Mountain	Where can I find the entrance to the ruins?
N	Below Ice Mountain	Who are you?
Q	Below Ice Mountain	Yes.
Q	Beneath Cursed Sands	About that special item...
Q	Beneath Cursed Sands	Do nothing.
Q	Beneath Cursed Sands	Do you have that first batch of cure for me?
N	Beneath Cursed Sands	How are things going here?
N	Beneath Cursed Sands	How is business?
N	Beneath Cursed Sands	How's business?
Q	Beneath Cursed Sands	I'd better get going.
Q	Beneath Cursed Sands	I lost that crate you gave me.
N	Beneath Cursed Sands	I'm good, thanks.
Q	Beneath Cursed Sands	I need to do something first.
N	Beneath Cursed Sands	I should get going.
Q	Beneath Cursed Sands	Let's go.
N	Beneath Cursed Sands	More options...
Q	Beneath Cursed Sands	No.
N	Beneath Cursed Sands	Please clean all my herbs.
N	Beneath Cursed Sands	Please decant my potions.
Q	Beneath Cursed Sands	Put the baboon emblem in the urn.
Q	Beneath Cursed Sands	Put the crocodile emblem in the urn.
Q	Beneath Cursed Sands	Put the human emblem in the urn.
Q	Beneath Cursed Sands	Put the scarab emblem in the urn.
Q	Beneath Cursed Sands	Remove it.
N	Beneath Cursed Sands	Show me what you have.
Q	Beneath Cursed Sands	Swap it for the baboon emblem.
Q	Beneath Cursed Sands	Swap it for the crocodile emblem.
Q	Beneath Cursed Sands	Swap it for the human emblem.
Q	Beneath Cursed Sands	Swap it for the scarab emblem.
Q	Beneath Cursed Sands	Tell me more about the war you mentioned.
Q	Beneath Cursed Sands	Tell me more about yourself.
Q	Beneath Cursed Sands	What do I need to do to this equipment?
Q	Beneath Cursed Sands	What do you know about Amascut?
Q	Beneath Cursed Sands	What's this special item?
Q	Beneath Cursed Sands	Where can I get a Lily of the Elid?
Q	Beneath Cursed Sands	Where do I need to take this crate?
Q	Beneath Cursed Sands	Yes.
Q	Between a Rock...	Any idea on what's inside?
Q	Between a Rock...	Are you selling those boots of yours?
Q	Between a Rock...	Bit noisy here, isn't it?
Q	Between a Rock...	Can you shoot me into the rock again?
N	Between a Rock...	Can you tell me more about the library?
Q	Between a Rock...	Dialogue 1
Q	Between a Rock...	Dialogue 2
Q	Between a Rock...	Dialogue 3
Q	Between a Rock...	Dialogue 4
Q	Between a Rock...	Err... maybe another time.
Q	Between a Rock...	Find someone else for your bizarre experiment!
Q	Between a Rock...	Goodbye!
Q	Between a Rock...	I can't argue with that, shoot me in!
Q	Between a Rock...	I'd better look for them as well then?
Q	Between a Rock...	I'll be back later.
Q	Between a Rock...	I'm tired of these stories.
Q	Between a Rock...	Maybe we need to set up another cannon?
Q	Between a Rock...	My head's spinning, I have to go for a bit.
Q	Between a Rock...	Never mind, I don't want them anymore.
Q	Between a Rock...	No.
Q	Between a Rock...	No, I'd rather sell it for a huge profit.
Q	Between a Rock...	No, I've had enough of buying drinks for people!
Q	Between a Rock...	Of course.
Q	Between a Rock...	Of course. (lie)
Q	Between a Rock...	Oh, alright, what do you want to drink?
Q	Between a Rock...	Oh please...
Q	Between a Rock...	Ready as I'll ever be.
Q	Between a Rock...	So you want to... fire me into the rock?
Q	Between a Rock...	That's great, but I have to go.
Q	Between a Rock...	What did you need me to do?
Q	Between a Rock...	What do you know about impenetrable rocks?
Q	Between a Rock...	What else did you try?
Q	Between a Rock...	What have you tried so far?
Q	Between a Rock...	Who are you?
Q	Between a Rock...	Why are you firing a cannon at a wall?
Q	Between a Rock...	Yes.
Q	Between a Rock...	Yes, I'm sure this will crack open the rock.
Q	Between a Rock...	You are rather a forgetful person, aren't you?
Q	Between a Rock...	You may fire when ready!
Q	Big Chompy Bird Hunting	Come on, let me have a go...
Q	Big Chompy Bird Hunting	Dialogue 1
Q	Big Chompy Bird Hunting	Dialogue 2
Q	Big Chompy Bird Hunting	Er, sorry, I can't give you that many...
Q	Big Chompy Bird Hunting	How do I make the 'stabbers' again?
Q	Big Chompy Bird Hunting	How do we make the chompys come?
Q	Big Chompy Bird Hunting	I'm actually quite strong... please let me try.
Q	Big Chompy Bird Hunting	No.
Q	Big Chompy Bird Hunting	No thanks...
Q	Big Chompy Bird Hunting	Oh, keep trying then... you might hit one through pure luck.
Q	Big Chompy Bird Hunting	Oh suit yourself, you'll just have to go hungry.
Q	Big Chompy Bird Hunting	Ok, I'll give you 10 bright pretties.
Q	Big Chompy Bird Hunting	Ok, I'll give you 50 bright pretties.
Q	Big Chompy Bird Hunting	Ok, I'll make the 'stabbers' for you.
Q	Big Chompy Bird Hunting	Ok, thanks.
Q	Big Chompy Bird Hunting	What are 'fatsy toadies'?
Q	Big Chompy Bird Hunting	What do you mean 'sneaky..sneaky, stick da chompy?'
Q	Big Chompy Bird Hunting	Where do we put the fatsy toadies?
Q	Big Chompy Bird Hunting	Yes.
Q	Big Chompy Bird Hunting	Yes, I'll buy the bow.
N	Biohazard	Can you make clothing suitable for hunting?
Q	Biohazard	Do you have a spare Priest Gown?
Q	Biohazard	Do you know where to find the Mourner Headquarters?
Q	Biohazard	I am. What's our plan?
Q	Biohazard	I don't think so.
Q	Biohazard	I just find it hard to say goodbye sometimes.
Q	Biohazard	I'll be back soon.
Q	Biohazard	I'm afraid I've lost some of the stuff that you gave me...
Q	Biohazard	I'm getting a bad feeling about this.
Q	Biohazard	I'm just passing through.
N	Biohazard	I think I might just leave the perusing for now, thanks.
Q	Biohazard	I've come to ask your assistance in stopping a plague.
Q	Biohazard	I've forgotten what I need to do.
Q	Biohazard	I was just going to bless your room and I've done that now.
N	Biohazard	Impling jars.
Q	Biohazard	Just give me the stuff now please.
Q	Biohazard	Just hold your breath and count to ten.
N	Biohazard	Lamps.
Q	Biohazard	No.
Q	Biohazard	No! Nothing could be further from the truth!
Q	Biohazard	Not yet Kilron.
Q	Biohazard	Nothing.
Q	Biohazard	Okay, let's do it.
N	Biohazard	Okay, let's see what you've got then.
Q	Biohazard	Okay, lets do it.
Q	Biohazard	The best I can do is pray for you.
Q	Biohazard	There's nothing I can do, it's fatal.
N	Biohazard	What sort of unusual materials did you have in mind?
Q	Biohazard	Why don't I get started right away?
Q	Biohazard	Yes.
Q	Biohazard	Yes I do.
Q	Biohazard	You give him the vial of ethenea...
Q	Biohazard	You give him the vial of liquid honey...
Q	Biohazard	You give him the vial of sulphuric broline...
Q	Biohazard	You have no idea what you have just done!
Q	Biohazard	Your quest.
Q	Black Knights' Fortress	I don't care. I'm going in anyway.
Q	Black Knights' Fortress	I don't, I'm just looking around.
Q	Black Knights' Fortress	I go and cower in a corner at the first sign of danger!
Q	Black Knights' Fortress	I laugh in the face of danger!
Q	Black Knights' Fortress	I seek a quest!
Q	Black Knights' Fortress	No.
Q	Black Knights' Fortress	No, I'm not ready to do that.
Q	Black Knights' Fortress	Oh. I suppose I'll give it a go then.
Q	Black Knights' Fortress	Oh pleeeaaase let me in!
Q	Black Knights' Fortress	Oh, sorry.
Q	Black Knights' Fortress	Okay, I won't.
Q	Black Knights' Fortress	So what is this uniform?
Q	Black Knights' Fortress	So who does it belong to?
Q	Black Knights' Fortress	Yes.
Q	Black Knights' Fortress	Yes, but I work here!
N	Bone Voyage	Are you going to sit there all day?
N	Bone Voyage	Can I buy some housing supplies?
Q	Bone Voyage	Can I go onto the barge?
N	Bone Voyage	Can you help me get to Crandor Island?
N	Bone Voyage	Can you make potions for me?
Q	Bone Voyage	Cancel.
N	Bone Voyage	Do you know where I could find any treasure?
N	Bone Voyage	Do you want to trade?
Q	Bone Voyage	Ever made any cursed voyages?
Q	Bone Voyage	Have you any interesting news?
N	Bone Voyage	Have you got any decent gossip to share?
N	Bone Voyage	Have you got any good potions to give away?
N	Bone Voyage	Have you got any quests I could do?
N	Bone Voyage	How do I get a medallion?
Q	Bone Voyage	I'm a collector.
Q	Bone Voyage	I'm aware, no need to tell me about them.
Q	Bone Voyage	I'm here on behalf of the museum archaeological team.
N	Bone Voyage	I'm looking for Redbeard Frank.
Q	Bone Voyage	I'm making a cursed voyage.
Q	Bone Voyage	I'm ready, let's go.
Q	Bone Voyage	I'm working with the museum.
Q	Bone Voyage	I need to do something first.
Q	Bone Voyage	Maybe later.
Q	Bone Voyage	No.
Q	Bone Voyage	No thanks.
Q	Bone Voyage	No, what happened?
N	Bone Voyage	Nothing, thanks
N	Bone Voyage	Planks please!
Q	Bone Voyage	Talk about Bone Voyage.
Q	Bone Voyage	Talk about Fossil Island.
Q	Bone Voyage	Talk about lucky charms.
Q	Bone Voyage	Talk about something else.
N	Bone Voyage	What are you doing here?
N	Bone Voyage	What kind of planks can you make?
N	Bone Voyage	Why are you called Longbow Ben?
Q	Bone Voyage	Yep, that would be me.
Q	Bone Voyage	Yes.
Q	Cabin Fever	Can I just go grab something?
Q	Cabin Fever	How can I blow up their cannon?
Q	Cabin Fever	How do I make a rope swing?
Q	Cabin Fever	I'll try...
Q	Cabin Fever	Let's go Cap'n!
Q	Cabin Fever	No, I need to go back now.
Q	Cabin Fever	No, if it's so dangerous your crew left, count me out.
Q	Cabin Fever	No thanks, it sounds quite dangerous.
Q	Cabin Fever	Yes, I am a man of my word.
Q	Cabin Fever	Yes, I've always wanted to be a pirate!
Q	Children of the Sun	How come you know so much about Varlamore?
Q	Children of the Sun	No.
Q	Children of the Sun	Sorry, but I need to head off.
Q	Children of the Sun	What can you tell me about Varlamore?
Q	Children of the Sun	When will this delegation arrive?
Q	Children of the Sun	Yes.
Q	Client of Kourend	Can I ask you about Arceuus?
Q	Client of Kourend	Can I ask you about Hosidius?
Q	Client of Kourend	Can I ask you about Lovakengj?
Q	Client of Kourend	Can I ask you about Port Piscarilius?
Q	Client of Kourend	Can I ask you about Shayzien?
N	Client of Kourend	Can you take me somewhere?
N	Client of Kourend	Could you give me some advice on Kourend?
N	Client of Kourend	Could you tell me more about Kourend?
Q	Client of Kourend	Goodbye.
Q	Client of Kourend	Have you got any quests for me?
N	Client of Kourend	I don't need anything.
N	Client of Kourend	I don't need anything right now.
Q	Client of Kourend	I've lost something you've given me.
N	Client of Kourend	Let's see what you've got.
Q	Client of Kourend	Let's talk about your client...
N	Client of Kourend	Let's trade.
Q	Client of Kourend	No.
N	Client of Kourend	No, I'm fine.
N	Client of Kourend	Okay, let's trade
Q	Client of Kourend	So what exactly is it the people Arceuus bring to Great Kourend?
Q	Client of Kourend	So what exactly is it your client now wants me to do?
Q	Client of Kourend	What am I meant to be doing, again?
Q	Client of Kourend	What is it that Hosidius provides for Great Kourend?
Q	Client of Kourend	What is it that Lovakengj provides for Great Kourend?
Q	Client of Kourend	What is it that Port Piscarilius provides for Kourend?
Q	Client of Kourend	What is it that Shayzien provides for Great Kourend?
Q	Client of Kourend	What is there to do in Arceuus?
Q	Client of Kourend	What is there to do in Hosidius?
Q	Client of Kourend	What is there to do in Lovakenj?
Q	Client of Kourend	What is there to do in Port Piscarilius?
Q	Client of Kourend	What is there to do in Shayzien?
N	Client of Kourend	Where am I exactly?
N	Client of Kourend	Who are you?
Q	Client of Kourend	Yes.
Q	Clock Tower	No.
Q	Clock Tower	Yes.
Q	Cold War	Bully Fred
Q	Cold War	Hmm, no I'll hang on to it.
Q	Cold War	I don't think it was the penguins.
Q	Cold War	I don't think so.
Q	Cold War	I have no idea where that is.
Q	Cold War	I'm a bit confused. Can you explain how to make the suit?
N	Cold War	I'm looking for something to kill.
N	Cold War	I'm lost.
Q	Cold War	I must have left the outpost before they gave out the phrase.
Q	Cold War	I need that phrase!
Q	Cold War	I need to talk to you about penguins.
Q	Cold War	I've lost the clockwork book, could I have another?
Q	Cold War	Is it Rumpelstiltskin?
Q	Cold War	It did seem rather suspicious.
Q	Cold War	It looks like a warning message to keep us away.
Q	Cold War	Never mind.
Q	Cold War	No.
Q	Cold War	No, I'm not done yet.
Q	Cold War	Oh, I know where to go.
Q	Cold War	Okay, why not!
Q	Cold War	Sure!
Q	Cold War	Tell me about this black market.
Q	Cold War	That's crazy!
Q	Cold War	The farmer is definitely an enemy.
Q	Cold War	The Farmer is harmless.
Q	Cold War	The penguins in Lumbridge refuse to talk to me.
Q	Cold War	Uh, I forgot what the phrase was.
Q	Cold War	Warn Fred
Q	Cold War	What did I need to get you?
Q	Cold War	What did you need?
Q	Cold War	What do I need to get?
Q	Cold War	Where is the outpost?
Q	Cold War	Where should I meet you when I have everything?
Q	Cold War	Yeah, I got it.
Q	Cold War	Yes.
Q	Cold War	Yes, I have all the materials.
Q	Cold War	Yes, I have it.
N	Contact!	Could you tell me more about the lesser gods?
Q	Contact!	Do you have a tinderbox?
Q	Contact!	Do you have a torch?
Q	Contact!	Draynor Village.
Q	Contact!	Fine. I give up.
Q	Contact!	Goblin Village.
Q	Contact!	Hassan.
Q	Contact!	How come you're not spotty?
Q	Contact!	I'd better get down there.
Q	Contact!	I'd better get going.
Q	Contact!	I'd better go.
N	Contact!	I'd like to talk about sq'irks
Q	Contact!	I don't know.
Q	Contact!	I'll have a think about it.
Q	Contact!	I'll have to think some more.
Q	Contact!	I'll take it.
Q	Contact!	I need to go.
Q	Contact!	I want to talk to you about Sophanem.
Q	Contact!	Is there any way across the river?
Q	Contact!	Is there any way into Menaphos from below?
N	Contact!	Is there anything I can help you with?
Q	Contact!	It could drive a wedge between the Menaphite cities.
Q	Contact!	It must be boring here.
Q	Contact!	It would give you the chance to spy first hand.
Q	Contact!	Leela.
Q	Contact!	Louie Legs.
Q	Contact!	No.
Q	Contact!	Perhaps I could fight my way in?
Q	Contact!	Pollnivneach.
Q	Contact!	Port Sarim.
Q	Contact!	Ranael.
Q	Contact!	Sorry, that's too expensive.
Q	Contact!	There might be treasures underneath Sophanem.
